state,region,course
"
Connecticut
","
Connecticut
",Indian Springs Golf Club
"
Connecticut
","
Connecticut
",Jones at Lyman Orchards Golf Club
"
Connecticut
","
Connecticut
",Player at Lyman Orchards Golf Club
"
Connecticut
","
Connecticut
",Miner Hills Golf Course
"
Connecticut
","
Connecticut
",Great River Golf Club
"
Connecticut
","
Connecticut
",The Orchards Golf Course
"
Connecticut
","
Connecticut
",Whitney Farms Golf Club
"
Connecticut
","
Connecticut
",Black Birch Golf Club
"
Connecticut
","
Connecticut
",Hop Brook Golf Course
"
Connecticut
","
Connecticut
",Stanley Golf Course - Blue/White
"
Connecticut
","
Connecticut
",Stanley Golf Course - Red/Blue
"
Connecticut
","
Connecticut
",Stanley Golf Course - White/Red
"
Connecticut
","
Connecticut
",Country Club of New Canaan
"
Connecticut
","
Connecticut
",Alling Memorial Golf Course
"
Connecticut
","
Connecticut
",Yale Golf Course
"
Connecticut
","
Connecticut
",Candlewood Valley Country Club
"
Connecticut
","
Connecticut
",Lake Waramaug Country Club
"
Connecticut
","
Connecticut
",Indian Hill Country Club
"
Connecticut
","
Connecticut
",Newtown Country Club
"
Connecticut
","
Connecticut
",Rock Ridge Country Club
"
Connecticut
","
Connecticut
",Norfolk Country Club
"
Connecticut
","
Connecticut
",Twin Lakes Golf Course
"
Connecticut
","
Connecticut
",Quarry View Golf Course
"
Connecticut
","
Connecticut
",North Course at Lake of Isles
"
Connecticut
","
Connecticut
",South Course at Lake of Isles
"
Connecticut
","
Connecticut
",Windham Club
"
Connecticut
","
Connecticut
",Oak Hills Park Golf Course
"
Connecticut
","
Connecticut
",Silvermine Golf Club - Pro Shop 9 Course
"
Connecticut
","
Connecticut
",Silvermine Golf Club - Woods 9/Barn 9 Course
"
Connecticut
","
Connecticut
",Norwich Golf Club
"
Connecticut
","
Connecticut
",Innis Arden Golf Club
"
Connecticut
","
Connecticut
",Black Hall Club
"
Connecticut
","
Connecticut
",Old Lyme Country Club
"
Connecticut
","
Connecticut
",Fenwick Golf Club
"
Connecticut
","
Connecticut
",Eighteen at Race Brook Country Club
"
Connecticut
","
Connecticut
",Grassy Hill Country Club
"
Connecticut
","
Connecticut
",Nine Hole at Race Brook Country Club
"
Connecticut
","
Connecticut
",Orange Hills Country Club
"
Connecticut
","
Connecticut
",The Golf Club At Oxford Greens
"
Connecticut
","
Connecticut
",North/South at Elmridge Golf Club
"
Connecticut
","
Connecticut
",South/West at Elmridge Golf Club
"
Connecticut
","
Connecticut
",West/North at Elmridge Golf Club
"
Connecticut
","
Connecticut
",Pequabuck Golf Club
"
Connecticut
","
Connecticut
",Vineyard Valley Golf Club
"
Connecticut
","
Connecticut
",Portland Golf Course
"
Connecticut
","
Connecticut
",Portland Golf Course West
"
Connecticut
","
Connecticut
",Quarry Ridge Golf Club
"
Connecticut
","
Connecticut
",Highland Greens Golf Course
"
Connecticut
","
Connecticut
",Connecticut National Golf Club
"
Connecticut
","
Connecticut
",Ridgefield Golf Course
"
Connecticut
","
Connecticut
",Silver Spring Country Club
"
Connecticut
","
Connecticut
",Rolling Greens Golf Course
"
Connecticut
","
Connecticut
",Sharon Country Club
"
Connecticut
","
Connecticut
",Sharon Country Club - Pitch&Putt Course
"
Connecticut
","
Connecticut
",Highland Golf Club
"
Connecticut
","
Connecticut
",Club at River Oaks
"
Connecticut
","
Connecticut
",Hop Meadow Country Club
"
Connecticut
","
Connecticut
",Simsbury Farms Golf Club
"
Connecticut
","
Connecticut
",Cedar Knob Golf Course
"
Connecticut
","
Connecticut
",Glastonbury Hills Country Club
"
Connecticut
","
Connecticut
",Bull's Bridge Golf Club
"
Connecticut
","
Connecticut
",Topstone Golf Course
"
Connecticut
","
Connecticut
",Willow Brook Golf Course
"
Connecticut
","
Connecticut
",Gainfield Farms Golf Course
"
Connecticut
","
Connecticut
",Heritage Village Country Club
"
Connecticut
","
Connecticut
",Pomperaug Golf Club
"
Connecticut
","
Connecticut
",Hawk's Landing Country Club
"
Connecticut
","
Connecticut
",North Ridge Golf Club
"
Connecticut
","
Connecticut
",Southington Country Club
"
Connecticut
","
Connecticut
",E. Gaynor Brennan Golf Course
"
Connecticut
","
Connecticut
",Rockrimmon Country Club
"
Connecticut
","
Connecticut
",Sterling Farms Golf Course
"
Connecticut
","
Connecticut
",Pequot Golf Club
"
Connecticut
","
Connecticut
",Stonington Country Club
"
Connecticut
","
Connecticut
",Mill River Country Club
"
Connecticut
","
Connecticut
",Oronoque Village Country Club
"
Connecticut
","
Connecticut
",Short Beach Golf Course
"
Connecticut
","
Connecticut
",Suffield Country Club
"
Connecticut
","
Connecticut
",Quinnatisset Country Club
"
Connecticut
","
Connecticut
",Raceway Golf Club
"
Connecticut
","
Connecticut
",Eastwood Country Club
"
Connecticut
","
Connecticut
",Tashua Knolls Golf Club - Tashua Glen
"
Connecticut
","
Connecticut
",Tashua Knolls Golf Club - Tashua Knolls
"
Connecticut
","
Connecticut
",The Farms Country Club
"
Connecticut
","
Connecticut
",The Tradition Golf Club At Wallingford
"
Connecticut
","
Connecticut
",Wallingford Country Club
"
Connecticut
","
Connecticut
",Washington Golf Club
"
Connecticut
","
Connecticut
",Country Club of Waterbury
"
Connecticut
","
Connecticut
",East Mountain Golf Course
"
Connecticut
","
Connecticut
",Western Hills Golf Course
"
Connecticut
","
Connecticut
",Great Neck Country Club
"
Connecticut
","
Connecticut
",Crestbrook Park Golf Course
"
Connecticut
","
Connecticut
",Watertown Golf Club
"
Connecticut
","
Connecticut
",Buena Vista Golf Course
"
Connecticut
","
Connecticut
",Hartford Golf Club - Blue Course
"
Connecticut
","
Connecticut
",Hartford Golf Club - Green Course
"
Connecticut
","
Connecticut
",Hartford Golf Club - Red Course
"
Connecticut
","
Connecticut
",Rockledge Country Club
"
Connecticut
","
Connecticut
",Wampanoag Country Club
"
Connecticut
","
Connecticut
",Redding Country Club
"
Connecticut
","
Connecticut
",Airways Golf Course & Country Club
"
Connecticut
","
Connecticut
",Aspetuck Valley Country Club
"
Connecticut
","
Connecticut
",Birchwood Country Club
"
Connecticut
","
Connecticut
",Westport Longshore Golf Club
"
Connecticut
","
Connecticut
",Wethersfield Country Club
"
Connecticut
","
Connecticut
",Rolling Hills Country Club
"
Connecticut
","
Connecticut
",Green Woods Country Club
"
Connecticut
","
Connecticut
",Farmingbury Hills Golf Club
"
Connecticut
","
Connecticut
",Homewood Acres Golf Course
"
Connecticut
","
Connecticut
",Tradition Golf Club at Oak Lane
"
Connecticut
","
Connecticut
",Harrisville Golf Course
"
Connecticut
","
Connecticut
",Woodstock Golf Course
"
Delaware
","
Delaware
",The Salt Pond Golf Club
"
Delaware
","
Delaware
",Heritage Shores Golf
"
Delaware
","
Delaware
",Wild Quail Golf & Country Club
"
Delaware
","
Delaware
",Cripple Creek Golf & Country Club
"
Delaware
","
Delaware
",Dover Par 3 & Driving Range
"
Delaware
","
Delaware
",Maple Dale Country Club
"
Delaware
","
Delaware
",Eagle Creek Golf Club
"
Delaware
","
Delaware
",Mulligan's Pointe
"
Delaware
","
Delaware
",American Classic Golf Club
"
Delaware
","
Delaware
",Midway Par 3 Golf Course
"
Delaware
","
Delaware
",Baywood Greens
"
Delaware
","
Delaware
",Jonathan's Landing Golf Course
"
Delaware
","
Delaware
",Back Creek Golf Club
"
Delaware
","
Delaware
",Frog Hollow Golf Club
"
Delaware
","
Delaware
",Golf Academy of Delaware - Vandegift Course
"
Delaware
","
Delaware
",Links at St. Anne’s
"
Delaware
","
Delaware
",The Rookery North
"
Delaware
","
Delaware
",Plantation Lakes Golf and Country Club
"
Delaware
","
Delaware
",The Peninsula on the Indian River Bay Golf Club
"
Delaware
","
Delaware
",Bethany Bay Golf Club
"
Delaware
","
Delaware
",Stenger's Shamrock Farms Par-3 Golf Course
"
Delaware
","
Delaware
",The Rookery South
"
Delaware
","
Delaware
",Cavaliers Country Club
"
Delaware
","
Delaware
",Deerfield Golf & Tennis Club
"
Delaware
","
Delaware
",Newark Country Club
"
Delaware
","
Delaware
",Vince's Sport Center Par 3 Golf Course
"
Delaware
","
Delaware
",Bear Trap Dunes Golf Club - Black Bear/Grizzly Course
"
Delaware
","
Delaware
",Bear Trap Dunes Golf Club - Grizzly/Kodiak Course
"
Delaware
","
Delaware
",Bear Trap Dunes Golf Club - Kodiak/Black Bear Course
"
Delaware
","
Delaware
",Kings Creek Country Club
"
Delaware
","
Delaware
",Old Landing Golf Course
"
Delaware
","
Delaware
",Rehoboth Beach Country Club
"
Delaware
","
Delaware
",Hooper's Landing Golf Course
"
Delaware
","
Delaware
",Bayside Resort Golf Club
"
Delaware
","
Delaware
",Garrisons Lake Golf Club
"
Delaware
","
Delaware
",Odessa National Golf Club
"
Delaware
","
Delaware
",Bidermann Golf Club
"
Delaware
","
Delaware
",Delcastle Golf Course
"
Delaware
","
Delaware
",DuPont Country Club - Championship Course
"
Delaware
","
Delaware
",DuPont Country Club - Montchanin Course
"
Delaware
","
Delaware
",DuPont Country Club - Nemours Course
"
Delaware
","
Delaware
",Ed Oliver Golf Club
"
Delaware
","
Delaware
",Fieldstone Golf Club
"
Delaware
","
Delaware
",North at Wilmington Country Club
"
Delaware
","
Delaware
",Rock Manor Golf Club
"
Delaware
","
Delaware
",South at Wilmington Country Club
"
Delaware
","
Delaware
",White Clay Creek Country Club at Delaware Park
"
District of Columbia
","
District of Columbia
",Blue at East Potomac Public Golf Course
"
District of Columbia
","
District of Columbia
",Langston Golf Course & Driving Range
"
District of Columbia
","
District of Columbia
",Red at East Potomac Public Golf Course
"
District of Columbia
","
District of Columbia
",Rock Creek Public Golf Course
"
District of Columbia
","
District of Columbia
",U.S. Soldiers and Airmens Home Golf Course
"
District of Columbia
","
District of Columbia
",White at East Potomac Public Golf Course
"
Florida
","
Florida
",River Hall Country Club
"
Florida
","
Florida
","Golf Club of Amelia Island at Summer Beach, The"
"
Florida
","
Florida
",Long Point at Amelia Island Club
"
Florida
","
Florida
",Omni Amelia Island Resort - Oak Marsh
"
Florida
","
Florida
",Apollo Beach Golf & Sea Club
"
Florida
","
Florida
",Sweetwater Country Club
"
Florida
","
Florida
",Arcadia Municipal Golf Course
"
Florida
","
Florida
",Arcadia Village Country Club
"
Florida
","
Florida
",Live Oak RV Golf Course
"
Florida
","
Florida
",Sunnybreeze Golf Course
"
Florida
","
Florida
",Atlantic Beach Country Club
"
Florida
","
Florida
",Atlantis Country Club
"
Florida
","
Florida
",East/North at Atlantis Golf Club
"
Florida
","
Florida
",East/South at Atlantis Golf Club
"
Florida
","
Florida
",South/North at Atlantis Golf Club
"
Florida
","
Florida
","Hamptons Golf Club, The"
"
Florida
","
Florida
",Panther Run Golf Club
"
Florida
","
Florida
",Turnberry Isle Country Club - Soffer Course
"
Florida
","
Florida
",Turnberry Isle Country Club - The Miller Course
"
Florida
","
Florida
",Crystal Lake Club
"
Florida
","
Florida
",North Course at Highlands Ridge
"
Florida
","
Florida
",Pinecrest Golf Club
"
Florida
","
Florida
",River Greens Golf Course
"
Florida
","
Florida
",South Course at Highlands Ridge
"
Florida
","
Florida
",Barefoot Bay Golf & Recreation Park
"
Florida
","
Florida
",Bartow Golf Course
"
Florida
","
Florida
",Beacon Woods Golf Club
"
Florida
","
Florida
",Belle Glade Municipal Golf Club
"
Florida
","
Florida
",East Course at Belleair Country Club
"
Florida
","
Florida
",Pelican Golf Club
"
Florida
","
Florida
",West Course at Belleair Country Club
"
Florida
","
Florida
",Pine Ridge Golf Club
"
Florida
","
Florida
",Pine Ridge Golf Club – Little Pine
"
Florida
","
Florida
",Twisted Oaks Golf Club
"
Florida
","
Florida
",Gasparilla Inn Golf Course
"
Florida
","
Florida
",Boca Dunes Golf & Country Club
"
Florida
","
Florida
",Boca Greens Country Club
"
Florida
","
Florida
",Boca Grove Plantation Golf Course
"
Florida
","
Florida
",Boca Lago Country Club - East Course
"
Florida
","
Florida
",Boca Lago Country Club - South Course
"
Florida
","
Florida
",Boca Lago Country Club - West Course
"
Florida
","
Florida
",Boca Pointe Country Club
"
Florida
","
Florida
",Boca Rio Golf Club
"
Florida
","
Florida
",Boca West Country Club - Dye IV
"
Florida
","
Florida
",Boca West Country Club - Fazio II
"
Florida
","
Florida
",Boca West Country Club - Palmer I
"
Florida
","
Florida
",Boca West Country Club - Palmer III
"
Florida
","
Florida
",Bocaire Country Club
"
Florida
","
Florida
",Broken Sound Club - Club Course
"
Florida
","
Florida
",Broken Sound Club - Old Course
"
Florida
","
Florida
",Championship at Boca Raton Municipal Golf Course
"
Florida
","
Florida
","Club at Polo Club, The"
"
Florida
","
Florida
","Country Club at Boca Raton Resort & Club, The"
"
Florida
","
Florida
",East/South at Ocean Breeze Golf & Country Club
"
Florida
","
Florida
","Equestrian at Polo Club, The"
"
Florida
","
Florida
",Executive at Boca Raton Municipal Golf Course
"
Florida
","
Florida
",Lakes at Boca Woods Country Club
"
Florida
","
Florida
",North/East at Ocean Breeze Golf & Country Club
"
Florida
","
Florida
",Osprey Point Golf Club - Falcon/Raven Course
"
Florida
","
Florida
",Osprey Point Golf Club - Hawk/Falcon Course
"
Florida
","
Florida
",Osprey Point Golf Club - Hawk/Raven Course
"
Florida
","
Florida
",Red Reef Executive Golf Course
"
Florida
","
Florida
","Resort at Boca Raton Resort & Club, The"
"
Florida
","
Florida
",Royal Palm Yacht & Country Club
"
Florida
","
Florida
",South/North at Ocean Breeze Golf & Country Club
"
Florida
","
Florida
",Southwinds Golf Course
"
Florida
","
Florida
",St. Andrews Country Club - Arnold Palmer Course
"
Florida
","
Florida
",St. Andrews Country Club - Fazio II Course
"
Florida
","
Florida
",Stonebridge Golf & Country Club
"
Florida
","
Florida
",Via Mizner Golf & Country Club
"
Florida
","
Florida
",Woodfield Country Club
"
Florida
","
Florida
",Woods at Boca Woods Country Club
"
Florida
","
Florida
",Alden Pines Country Club
"
Florida
","
Florida
",Dogwood Lakes Golf Club
"
Florida
","
Florida
",Bay Island at Bonita Bay Club
"
Florida
","
Florida
",Bonita Bay East - Cypress Course
"
Florida
","
Florida
",Bonita Bay East - Sabal Course
"
Florida
","
Florida
",Bonita Fairways
"
Florida
","
Florida
",Bonita National Golf & Country Club
"
Florida
","
Florida
",Breckenridge Golf & Tennis Club
"
Florida
","
Florida
",Copperleaf Golf Club
"
Florida
","
Florida
",Creekside at Bonita Bay Club
"
Florida
","
Florida
",East/North at Spanish Wells Country Club
"
Florida
","
Florida
",Highland Woods Golf & Country Club
"
Florida
","
Florida
",Hunters Ridge Country Club
"
Florida
","
Florida
",Marsh at Bonita Bay Club
"
Florida
","
Florida
",North Course at Shadow Wood Country Club
"
Florida
","
Florida
",Palmira Golf Club - Egret/Ibis
"
Florida
","
Florida
",Palmira Golf Club - Ibis/Osprey
"
Florida
","
Florida
",Palmira Golf Club - Osprey/Egret
"
Florida
","
Florida
",Pelican's Nest Golf Club - Gator Course
"
Florida
","
Florida
",Pelican's Nest Golf Club - Hurricane Course
"
Florida
","
Florida
",Raptor Bay Golf Club
"
Florida
","
Florida
",South Course at Shadow Wood Country Club
"
Florida
","
Florida
",South/East at Spanish Wells Country Club
"
Florida
","
Florida
",South/North at Spanish Wells Country Club
"
Florida
","
Florida
",Spring Run Golf Club
"
Florida
","
Florida
",The Colony Golf & Country Club
"
Florida
","
Florida
",Vasari Country Club
"
Florida
","
Florida
",Worthington Country Club
"
Florida
","
Florida
",Torrey Oaks RV and Golf Resort
"
Florida
","
Florida
",Aberdeen Golf & Country Club
"
Florida
","
Florida
",Blue/Gold at Westchester Golf & Country Club
"
Florida
","
Florida
",Country Club of Florida
"
Florida
","
Florida
",Cypress Creek Country Club
"
Florida
","
Florida
",Delray Dunes Golf & Country Club
"
Florida
","
Florida
",East at Hunters Run Golf Course
"
Florida
","
Florida
",Gold/Red at Westchester Golf & Country Club
"
Florida
","
Florida
",Indian Spring Country Club - East Course
"
Florida
","
Florida
",Indian Spring Country Club - West Course
"
Florida
","
Florida
",Leisureville Golf Course
"
Florida
","
Florida
",North at Hunters Run Golf Course
"
Florida
","
Florida
",North at Quail Ridge Country Club
"
Florida
","
Florida
",Par 3 at Westchester Golf & Country Club
"
Florida
","
Florida
",Pine Tree Golf Course
"
Florida
","
Florida
",Red/Blue at Westchester Golf & Country Club
"
Florida
","
Florida
",South at Hunters Run Golf Course
"
Florida
","
Florida
",South at Quail Ridge Country Club
"
Florida
","
Florida
",The Links At Boynton Beach - Championship Course
"
Florida
","
Florida
",The Links At Boynton Beach - The Family Course
"
Florida
","
Florida
",Bradenton Country Club
"
Florida
","
Florida
",Estuary at River Strand Golf and Country Club
"
Florida
","
Florida
",Greens of Manatee Golf Course
"
Florida
","
Florida
",Heritage Harbour Golf Club
"
Florida
","
Florida
",IMG Academy Golf Club
"
Florida
","
Florida
",Lakewood Ranch Golf & Country Club - Cypress Links Course
"
Florida
","
Florida
",Lakewood Ranch Golf & Country Club - King Dunes Course
"
Florida
","
Florida
",Lakewood Ranch Golf & Country Club - Royal Lakes Course
"
Florida
","
Florida
",Legacy Golf Club
"
Florida
","
Florida
",Manatee County Golf Course
"
Florida
","
Florida
",Peridia Golf & Country Club
"
Florida
","
Florida
",Pinebrook Ironwood Golf Course
"
Florida
","
Florida
",Ritz-Carlton Members Golf Club
"
Florida
","
Florida
",River Isles Golf Course
"
Florida
","
Florida
",River Run Golf Links
"
Florida
","
Florida
",Rosedale Golf & Tennis Club
"
Florida
","
Florida
",Sanctuary at River Strand Golf and Country Club
"
Florida
","
Florida
",Tara Golf & Country Club
"
Florida
","
Florida
",The Concession Golf Club
"
Florida
","
Florida
",The Concession Golf Club - The Gimme Course
"
Florida
","
Florida
",The Links at Greenfield Plantation
"
Florida
","
Florida
",The Preserve Golf Club
"
Florida
","
Florida
",The River Club
"
Florida
","
Florida
",Timber Creek Golf Course
"
Florida
","
Florida
",Tributary at River Strand Golf and Country Club
"
Florida
","
Florida
",Waterlefe Golf & River Club
"
Florida
","
Florida
",Brookridge Golf & Country Club
"
Florida
","
Florida
",Brooksville Country Club
"
Florida
","
Florida
",Hernando Oaks Golf & Country Club
"
Florida
","
Florida
",High Point Golf Club
"
Florida
","
Florida
",Pine Barrens at World Woods Golf Club
"
Florida
","
Florida
",Rivard Golf & Country Club
"
Florida
","
Florida
",Rolling Oaks at World Woods Golf Club
"
Florida
","
Florida
",Sherman Hills Golf Club
"
Florida
","
Florida
",Short at World Woods Golf Club
"
Florida
","
Florida
",Silverthorn Country Club
"
Florida
","
Florida
",Southern Hills Plantation
"
Florida
","
Florida
",Grand Reserve Golf Club
"
Florida
","
Florida
",Cypress Lakes Golf Club
"
Florida
","
Florida
",Cape Royal Golf Club - King/Prince
"
Florida
","
Florida
",Cape Royal Golf Club - Prince/Queen
"
Florida
","
Florida
",Cape Royal Golf Club - Queen/King
"
Florida
","
Florida
",Coral Oaks Golf Course
"
Florida
","
Florida
",Hunters Run Golf Course
"
Florida
","
Florida
",Palmetto-Pine Country Club
"
Florida
","
Florida
",Captiva Course at South Seas Island Resort
"
Florida
","
Florida
",St. James Bay Golf Club
"
Florida
","
Florida
",Casselberry Golf Club
"
Florida
","
Florida
",Celebration Golf Club
"
Florida
","
Florida
",Mystic Dunes Golf Club
"
Florida
","
Florida
",ChampionsGate Country Club
"
Florida
","
Florida
",Chiefland Golf & Country Club
"
Florida
","
Florida
",Grand Lake RV and Golf Resort
"
Florida
","
Florida
",Citrus Springs Golf & Country Club
"
Florida
","
Florida
",Bayhead/Lake Golf Course at Countryside Country Club
"
Florida
","
Florida
",Chi Chi Rodriguez Golf Club
"
Florida
","
Florida
",Clearwater Country Club
"
Florida
","
Florida
",Cove Cay Golf Club
"
Florida
","
Florida
",Eighteen Hole at On Top of The World Golf Club
"
Florida
","
Florida
",Feather Sound Country Club
"
Florida
","
Florida
",Lake/Pine Golf Course at Countryside Country Club
"
Florida
","
Florida
",Landings Golf Club
"
Florida
","
Florida
",Nine Hole at On Top of The World Golf Club
"
Florida
","
Florida
",Pine/Bayhead Golf Course at Countryside Country Club
"
Florida
","
Florida
",Clerbrook Golf & RV Resort
"
Florida
","
Florida
",Green Valley Country Club
"
Florida
","
Florida
",Kings Ridge Golf Club - Kings Course
"
Florida
","
Florida
",Kings Ridge Golf Club - Ridge Course
"
Florida
","
Florida
",Sanctuary Ridge Golf Club
"
Florida
","
Florida
",Swiss Fairways Golf Course
"
Florida
","
Florida
",Clewiston Golf Course
"
Florida
","
Florida
",Lakes/Dolphin Golf Course at Cocoa Beach Country Club
"
Florida
","
Florida
",Lakes/River Golf Course Cocoa Beach Country Club
"
Florida
","
Florida
",River/Dolphin Golf Course at Cocoa Beach Country Club
"
Florida
","
Florida
",Adios Golf Club
"
Florida
","
Florida
",Wynmoor Golf Course
"
Florida
","
Florida
",Cooper Colony Country Club
"
Florida
","
Florida
",Deering Bay Yacht & Country Club
"
Florida
","
Florida
",Granada Golf Course
"
Florida
","
Florida
",Riviera Country Club
"
Florida
","
Florida
",The Biltmore Golf Course
"
Florida
","
Florida
",Country Club of Coral Springs
"
Florida
","
Florida
",Eagle Trace Country Club
"
Florida
","
Florida
",Wildwood Country Club
"
Florida
","
Florida
",The Oaks Golf Club
"
Florida
","
Florida
",Foxwood Country Club
"
Florida
","
Florida
",Plantation on Crystal River - Championship Course
"
Florida
","
Florida
",Plantation on Crystal River - Lagoons Course
"
Florida
","
Florida
",Lake Jovita Golf & Country Club - North Course
"
Florida
","
Florida
",Lake Jovita Golf & Country Club - South Course
"
Florida
","
Florida
",Scotland Yards Golf Club
"
Florida
","
Florida
",Travelers Rest RV Resort & Golf Course
"
Florida
","
Florida
",Deer Creek RV Golf & Country Club
"
Florida
","
Florida
",Highlands Reserve Golf Club
"
Florida
","
Florida
",Polo Park East
"
Florida
","
Florida
",Polo Park Golf Course
"
Florida
","
Florida
",Providence Golf Club
"
Florida
","
Florida
",White Heron Golf Club
"
Florida
","
Florida
",Davie Golf & Country Club
"
Florida
","
Florida
",LPGA International - Hills Course
"
Florida
","
Florida
",LPGA International - Jones Course
"
Florida
","
Florida
",North at Daytona Beach Golf & Country Club
"
Florida
","
Florida
",Oceans Golf Club
"
Florida
","
Florida
",South at Daytona Beach Golf & Country Club
"
Florida
","
Florida
",The Club at Pelican Bay - North Course
"
Florida
","
Florida
",DeBary Golf & Country Club
"
Florida
","
Florida
",Glen Abbey Golf Club
"
Florida
","
Florida
",Deer Creek Golf Club
"
Florida
","
Florida
",Blackstone Golf Course
"
Florida
","
Florida
",Eagle Springs Golf Course
"
Florida
","
Florida
",Sandhill Golf Course
"
Florida
","
Florida
",Victoria Hills Golf Club
"
Florida
","
Florida
",Addison Reserve Country Club - Redemption Golf Course
"
Florida
","
Florida
",Addison Reserve Country Club - Salvation Golf Course
"
Florida
","
Florida
",Addison Reserve Country Club - Trepidation Golf Course
"
Florida
","
Florida
",Boca Delray Golf & Country Club
"
Florida
","
Florida
",Delaire Country Club - Hills/Woods
"
Florida
","
Florida
",Delaire Country Club - Lakes/Hills
"
Florida
","
Florida
",Delaire Country Club - Woods/Lakes
"
Florida
","
Florida
",Delray Beach Golf Club
"
Florida
","
Florida
",Gleneagles Country Club - Legends Course
"
Florida
","
Florida
",Gleneagles Country Club - Victory Course
"
Florida
","
Florida
",Kings Point Executive Course
"
Florida
","
Florida
",Kings Point Par 3
"
Florida
","
Florida
",Lakeview Golf Club
"
Florida
","
Florida
",Mizner Country Club
"
Florida
","
Florida
",Seagate Country Club
"
Florida
","
Florida
",St. Andrews Club
"
Florida
","
Florida
",The Little Club
"
Florida
","
Florida
",Deltona Club
"
Florida
","
Florida
",Emerald Bay Golf Club
"
Florida
","
Florida
",Indian Bayou Golf Club
"
Florida
","
Florida
",Kelly Plantation
"
Florida
","
Florida
",Regatta Bay Golf & Yacht Club
"
Florida
","
Florida
",Sandpiper Cove Golf Course
"
Florida
","
Florida
",The Golf Garden of Destin
"
Florida
","
Florida
",Diamond Hill Golf & Country Club
"
Florida
","
Florida
",Dunedin Golf Club
"
Florida
","
Florida
",Dunedin Stirling Links
"
Florida
","
Florida
",Juliette Falls
"
Florida
","
Florida
",Rainbow's End Golf Club
"
Florida
","
Florida
",The Spruce Creek Preserve Golf Club
"
Florida
","
Florida
",St. Johns Golf Club
"
Florida
","
Florida
",Blue/Red at Myakka Pines Golf Club
"
Florida
","
Florida
",Boca Royale Golf & Country Club
"
Florida
","
Florida
",Lemon Bay Golf Club
"
Florida
","
Florida
",Oyster Creek Golf & Country Club
"
Florida
","
Florida
",Red/White at Myakka Pines Golf Club
"
Florida
","
Florida
",White/Blue at Myakka Pines Golf Club
"
Florida
","
Florida
",Fountain Lakes Golf Course
"
Florida
","
Florida
",Lakes/Sound Course at Pelican Sound Golf & River Club
"
Florida
","
Florida
",Old Corkscrew Golf Club
"
Florida
","
Florida
",River/Lakes Course at Pelican Sound Golf & River Club
"
Florida
","
Florida
",Sound/River Course at Pelican Sound Golf & River Club
"
Florida
","
Florida
",Stoneybrook Golf Club
"
Florida
","
Florida
",The Club At Grandezza
"
Florida
","
Florida
","Villages at Country Creek, The"
"
Florida
","
Florida
",West Bay Golf Club
"
Florida
","
Florida
",Wildcat Run Country Club
"
Florida
","
Florida
",Black Bear Golf Club
"
Florida
","
Florida
",Amelia National Golf and Country Club
"
Florida
","
Florida
",Amelia River Golf Club
"
Florida
","
Florida
",North/West at Fernandina Beach Municipal Golf Course
"
Florida
","
Florida
",South/North at Fernandina Beach Municipal Golf Course
"
Florida
","
Florida
",The Golf Club at North Hampton
"
Florida
","
Florida
",West/South at Fernandina Beach Municipal Golf Course
"
Florida
","
Florida
",Fisher Island Club
"
Florida
","
Florida
",Ocean Palm Golf Course
"
Florida
","
Florida
",Golf Club At Fleming Island
"
Florida
","
Florida
",City Of Lauderhill Golf Course
"
Florida
","
Florida
",Coral Ridge Country Club
"
Florida
","
Florida
",Coral Ridge Country Club - Rees 9
"
Florida
","
Florida
",Grande Oaks Golf Club
"
Florida
","
Florida
",Grande Oaks Golf Club - Par 3
"
Florida
","
Florida
",Pine Island Ridge Country Club
"
Florida
","
Florida
",Oakview Lakes Golf Course
"
Florida
","
Florida
",Streamsong Resort - Black Course
"
Florida
","
Florida
",Streamsong Resort - Blue Course
"
Florida
","
Florida
",Streamsong Resort - Red Course
"
Florida
","
Florida
",Streamsong Resort - Roundabout Course
"
Florida
","
Florida
",Alico Family Golf - Short Course
"
Florida
","
Florida
","Bear at Forest Country Club, The"
"
Florida
","
Florida
","Bobcat at Forest Country Club, The"
"
Florida
","
Florida
",Colonial Country Club
"
Florida
","
Florida
",Cross Creek Country Club
"
Florida
","
Florida
",Crown Colony Golf & Country Club
"
Florida
","
Florida
",Cypress Lake Country Club
"
Florida
","
Florida
",Del Tura Golf & Country Club - North/West
"
Florida
","
Florida
",Del Tura Golf & Country Club - South/North
"
Florida
","
Florida
",Del Tura Golf & Country Club - West/South
"
Florida
","
Florida
",Eagle Ridge Golf Club
"
Florida
","
Florida
",Eastwood Golf Course
"
Florida
","
Florida
",Egret Golf Course at Pelican Preserve Golf Club
"
Florida
","
Florida
",Estero Country Club
"
Florida
","
Florida
",Fiddlesticks Country Club - Long Mean Course
"
Florida
","
Florida
",Fiddlesticks Country Club - Wee Friendly Course
"
Florida
","
Florida
",Fort Myers Country Club
"
Florida
","
Florida
",Golfview Golf & Recreation
"
Florida
","
Florida
",Gulf Harbour Golf & Country Club
"
Florida
","
Florida
",Heron Golf Course at Pelican Preserve Golf Club
"
Florida
","
Florida
","Hideaway Country Club, The"
"
Florida
","
Florida
",Ibis Golf Course at Pelican Preserve Golf Club
"
Florida
","
Florida
",Kelly Greens Golf & Country Club
"
Florida
","
Florida
","Landings Yacht, Golf & Tennis Club"
"
Florida
","
Florida
",Legends Golf & Country Club
